OriginalAddress1,PermitNum,PermitClass,PermitClassMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,AppliedDate,EstProjectCost,IssuedDate,ExpiresDate,StatusCurrent,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
1200 STEWART ST,6492105-PH,Commercial,Non-Residential,New,"Phased project:  Construct west residential tower and retail common base structure, including residential lowrise, with below grade parking, occupy per plan. (Construct mixed-use building with two residential towers above a retail common base structure w/ below grade parking/review & process for 2 records under #6492105-PH).  Mechanical is included.",0,0,571,12/30/2016 12:00:00 AM,192096624,04/30/2019 12:00:00 AM,04/30/2025 12:00:00 AM,Issued,SEATTLE,WA,98101,PROJECT STEWART LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6492105-PH,47.61801358,-122.33200861,"(47.61801358, -122.33200861)"
1200 STEWART ST,6713303-PH,Commercial,Non-Residential,New,"Phased Project: Construct east residential tower, occupy per plan. (Construct mixed use building with two residential towers above a retail common base structure w/ below grade parking/review & process for 2 records under #6492105-PH).",0,0,440,12/30/2016 12:00:00 AM,68375000,08/16/2021 12:00:00 AM,08/16/2024 12:00:00 AM,Issued,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6713303-PH,47.61801358,-122.33200861,"(47.61801358, -122.33200861)"
640 S RIVERSIDE DR,6572385-CN,Commercial,Non-Residential,New,"Construct new storm water flood control pump station, occupy per plan.",0,0,0,12/29/2016 12:00:00 AM,10013500,03/04/2020 12:00:00 AM,12/30/2024 12:00:00 AM,Issued,SEATTLE,WA,98108,Prospect Construction,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6572385-CN,47.53457786,-122.32560949,"(47.53457786, -122.32560949)"
901 W MCGRAW ST,6569113-CN,Commercial,Non-Residential,New,"Construct Shoring and Clearing and Grading for new townhouse structure, per plan.",,0,0,12/27/2016 12:00:00 AM,550000,01/12/2017 12:00:00 AM,01/12/2020 12:00:00 AM,Issued,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569113-CN,47.63945862,-122.36929512,"(47.63945862, -122.36929512)"
408 10TH AVE E,6572507-CN,Single Family/Duplex,Residential,New,"Construct East two family dwelling, per plan (Establish use as townhouse and construct (2) two family dwellings with attached garages/review and process for 2 AP's under 6554418)",,0,2,12/21/2016 12:00:00 AM,301463,04/12/2017 12:00:00 AM,04/12/2020 12:00:00 AM,Issued,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6572507-CN,47.62231038,-122.31951072,"(47.62231038, -122.31951072)"
822 27TH AVE,6555890-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence with attached garage, per plan",,0,2,12/20/2016 12:00:00 AM,448973,01/24/2018 12:00:00 AM,07/24/2019 12:00:00 AM,Issued,SEATTLE,WA,98122,QUALITY BUILDERS LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6555890-CN,47.60974456,-122.29697647,"(47.60974456, -122.29697647)"
1000 OLIVE WAY,6550917-PH,Commercial,Non-Residential,New,"Phased project:  Construction of office building above convention center loading dock and occupy, per plan (see also 6507024 and 6501134). Mechanical included.",0,0,0,12/16/2016 12:00:00 AM,104324684,10/05/2020 12:00:00 AM,04/05/2025 12:00:00 AM,Issued,SEATTLE,WA,98101,Kenneth Wolfe,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6550917-PH,47.61529195,-122.33163031,"(47.61529195, -122.33163031)"
920 OLIVE WAY,6507024-PH,Multifamily,Residential,New,"Phased project:  Construction of residential and retail building above convention center loading dock and occupy, per plan (see also 6501134 and 6550917)",0,0,404,12/16/2016 12:00:00 AM,61548248,03/01/2019 12:00:00 AM,09/01/2023 12:00:00 AM,Issued,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6507024-PH,47.61504364,-122.33235497,"(47.61504364, -122.33235497)"
2142 10TH AVE W,6569117-CN,Commercial,Non-Residential,New,"Construct Shoring and Clearing and Grading for new townhouse structure, per plan.",,0,0,12/12/2016 12:00:00 AM,1000,01/12/2017 12:00:00 AM,01/12/2020 12:00:00 AM,Issued,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569117-CN,47.63873152,-122.3700526,"(47.63873152, -122.3700526)"
2138 10TH AVE W,6569118-CN,Commercial,Non-Residential,New,"Construct Shoring and Clearing and Grading for new townhouse structure, per plan.",,0,0,12/12/2016 12:00:00 AM,1000,01/12/2017 12:00:00 AM,01/12/2020 12:00:00 AM,Issued,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569118-CN,47.63847151,-122.36953475,"(47.63847151, -122.36953475)"
801 ALASKAN WAY,6315085-PH,Institutional,Non-Residential,New,"Phased project: Replace existing wooden dock structure and construct new ferry terminal building (Colman Dock), and occupy per plan.",,0,0,12/12/2016 12:00:00 AM,10692460,09/07/2017 12:00:00 AM,03/07/2025 12:00:00 AM,Issued,SEATTLE,WA,98104,WASHINGTON ST DOT OLYMPIA,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6315085-PH,47.60166252,-122.33766757,"(47.60166252, -122.33766757)"
3408 15TH AVE W,6570504-CN,Multifamily,Residential,New,"Construct east townhouse structure (Bldg H/I), per plan. (Establish use as and construct 2 townhouse structures with surface parking, per plan. Review and process for 2 A/P's under permit #6514937).",,,,12/08/2016 12:00:00 AM,759846,12/28/2018 12:00:00 AM,12/28/2024 12:00:00 AM,Issued,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6570504-CN,,,
3412 15TH AVE W,6570021-CN,Single Family/Duplex,Residential,New,"Construct west duplex, per plans. (Establish use as townhouses and construct one duplex and one 4-unit townhouse. Reviews and processing for 2 A/P's under 6563192).",,,,12/06/2016 12:00:00 AM,348375,12/28/2018 12:00:00 AM,12/28/2024 12:00:00 AM,Issued,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6570021-CN,47.65082522,-122.37578887,"(47.65082522, -122.37578887)"
2300 6TH AVE,6566754-CN,Multifamily,Residential,New,"Shoring and Excavation for construction of a residential and retail building with below grade parking, per plan.",0,0,0,11/30/2016 12:00:00 AM,1800000,03/29/2019 12:00:00 AM,03/29/2025 12:00:00 AM,Issued,SEATTLE,WA,98121,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6566754-CN,47.61704294,-122.34212991,"(47.61704294, -122.34212991)"
1716 1ST AVE N,6553281-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence with attached garage, per plan",1,1,1,11/30/2016 12:00:00 AM,536216,04/05/2023 12:00:00 AM,10/05/2024 12:00:00 AM,Issued,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6553281-CN,47.63459405,-122.35541572,"(47.63459405, -122.35541572)"
13015 6TH AVE NW,6498606-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence with attached garage, per plan.",0,0,1,11/16/2016 12:00:00 AM,585294,06/09/2020 12:00:00 AM,12/09/2024 12:00:00 AM,Issued,SEATTLE,WA,98177,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6498606-CN,47.72376919,-122.36394904,"(47.72376919, -122.36394904)"
5911 S FOUNTAIN ST,6430336-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence, per plan.",,0,1,11/04/2016 12:00:00 AM,390690,10/17/2018 12:00:00 AM,04/17/2020 12:00:00 AM,Issued,SEATTLE,WA,98178,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6430336-CN,47.50273622,-122.25876476,"(47.50273622, -122.25876476)"
717 S ROSE ST,6545940-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence and an attached accessory dwelling unit, per plan.",0,0,2,11/03/2016 12:00:00 AM,405207,03/08/2018 12:00:00 AM,09/08/2019 12:00:00 AM,Issued,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6545940-CN,47.52884812,-122.32474556,"(47.52884812, -122.32474556)"
921 10TH AVE E,6548702-CN,Single Family/Duplex,Residential,New,"Establish use as townhouse and construct a duplex with surface parking, per plan.",,0,2,10/26/2016 12:00:00 AM,391596,04/13/2017 12:00:00 AM,04/13/2020 12:00:00 AM,Issued,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6548702-CN,47.62765229,-122.32067637,"(47.62765229, -122.32067637)"
3860 BRIDGE WAY N,6467548-CN,Commercial,Non-Residential,New,"Construct mixed use building and occupy, per plan.",,0,19,10/24/2016 12:00:00 AM,2012624,02/06/2018 12:00:00 AM,08/06/2025 12:00:00 AM,Issued,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6467548-CN,47.65350054,-122.34421677,"(47.65350054, -122.34421677)"
707 TERRY AVE,6516420-PH,Commercial,Non-Residential,New,"Phased project:  Construction of a residential and retail building with below grade parking and occupy, per plan.",0,0,486,10/20/2016 12:00:00 AM,114314972,11/01/2018 12:00:00 AM,11/01/2024 12:00:00 AM,Issued,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6516420-PH,47.60690037,-122.32488069,"(47.60690037, -122.32488069)"
1751 NW 61ST ST,6483542-CN,Single Family/Duplex,Residential,New,"Construct bldg. 1, per plans (Establish use as and construct 3 single family residences, per plans. Reviews and processing for 3 A/P's under 6483542)",,0,3,10/18/2016 12:00:00 AM,195236,05/18/2021 12:00:00 AM,05/18/2024 12:00:00 AM,Issued,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6483542-CN,47.67292996,-122.38111575,"(47.67292996, -122.38111575)"
1753 NW 61ST ST,6562251-CN,Single Family/Duplex,Residential,New,"Construct bldg. 2, per plans (Establish use as and construct 3 single family residences, per plans. Reviews and processing for 3 A/P's under 6483542)",,,,10/18/2016 12:00:00 AM,195236,05/18/2021 12:00:00 AM,05/18/2024 12:00:00 AM,Issued,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6562251-CN,47.67293061,-122.3812127,"(47.67293061, -122.3812127)"
1611 S LANE ST,6561938-CN,Multifamily,Residential,New,"Construct South multifamily structure, per plan. (Establish use and construct (2) multifamily structures review and process for 2 AP's under 6410436)",0,0,5,10/17/2016 12:00:00 AM,281189,08/02/2017 12:00:00 AM,02/02/2025 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6561938-CN,47.59633293,-122.31091236,"(47.59633293, -122.31091236)"
1613 S LANE ST,6410436-CN,Multifamily,Residential,New,"Construct North multifamily structure, per plan (Establish use and construct (2) multifamily structures review and process for 2 AP's under 6410436)",0,0,8,10/17/2016 12:00:00 AM,417128,08/02/2017 12:00:00 AM,02/02/2025 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6410436-CN,47.59649635,-122.31089825,"(47.59649635, -122.31089825)"
4225 B LETITIA AVE S,6539881-CN,Multifamily,Residential,New,"Construct (2) unit townhouse residence, per plan (Establish use and construct (2) unit townhouse & (2) single family residences with surface parking, review and process for 3 AP's under 6539881)",0,0,2,10/13/2016 12:00:00 AM,525000,05/07/2017 12:00:00 AM,11/07/2024 12:00:00 AM,Issued,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6539881-CN,47.56478952,-122.28999922,"(47.56478952, -122.28999922)"
4225 A LETITIA AVE S,6561213-CN,Multifamily,Residential,New,"Construct Northeast single family residence, per plan, (Establish use and construct (2) unit townhouse & (2) single family residences with surface parking, review and process for 3 AP's under 6539881)",,0,1,10/13/2016 12:00:00 AM,262500,05/07/2017 12:00:00 AM,11/07/2024 12:00:00 AM,Issued,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6561213-CN,47.56481413,-122.28978773,"(47.56481413, -122.28978773)"
4225 D LETITIA AVE S,6561214-CN,Multifamily,Residential,New,"Construct Southeast single family residence, per plan. (Establish use and construct (2) unit townhouse & (2) single family residences with surface parking, review and process for 3 AP?s under 6539881)",,0,1,10/13/2016 12:00:00 AM,262500,05/07/2017 12:00:00 AM,11/07/2024 12:00:00 AM,Issued,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6561214-CN,47.56471855,-122.28976379,"(47.56471855, -122.28976379)"
8060 40TH AVE NE,6515676-CN,Single Family/Duplex,Residential,New,"Construct alterations to all levels with new roof for a single family residence, per plans.",,0,0,10/07/2016 12:00:00 AM,519736,09/06/2017 12:00:00 AM,03/06/2019 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6515676-CN,47.6882535,-122.28500375,"(47.6882535, -122.28500375)"
7750 15TH AVE NW,6539244-CN,Commercial,Non-Residential,New,"Construction of residential and retail building and occupy, per plan.",0,0,54,10/05/2016 12:00:00 AM,5989868,03/16/2020 12:00:00 AM,09/16/2024 12:00:00 AM,Issued,SEATTLE,WA,98117,BELOTTI MCHUGH DSN\CNST SR LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6539244-CN,47.68637491,-122.37647713,"(47.68637491, -122.37647713)"
1013 STURGUS AVE S,6557995-CN,Single Family/Duplex,Residential,New,"Construct North East duplex (building 1), occupy per plans. (Establish use as townhouses and construct 4 two-family dwellings, per plans. Reviews and processing for 4 A/P's under 6520342)",0,0,2,09/22/2016 12:00:00 AM,234170,08/17/2018 12:00:00 AM,08/17/2024 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6557995-CN,47.59359888,-122.31420878,"(47.59359888, -122.31420878)"
1017 STURGUS AVE S,6557997-CN,Single Family/Duplex,Residential,New,"Construct South West duplex (building 4), occupy per plan. (Establish use as townhouses and construct 4 two-family dwellings, per plans. Reviews and processing for 4 A/P's under 6520342)",0,0,2,09/22/2016 12:00:00 AM,227570,08/13/2018 12:00:00 AM,08/24/2024 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6557997-CN,47.59348303,-122.31430074,"(47.59348303, -122.31430074)"
519 WARD ST,6456373-CN,Multifamily,Residential,New,"Establish use as multifamily and construct apartment building and occupy, per plan.",0,0,8,09/20/2016 12:00:00 AM,1530018,12/10/2020 12:00:00 AM,06/10/2025 12:00:00 AM,Issued,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6456373-CN,47.62770958,-122.34665227,"(47.62770958, -122.34665227)"
201 EUCLID AVE,6486257-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence, per plan.",,0,1,09/14/2016 12:00:00 AM,432224,10/15/2017 12:00:00 AM,04/15/2025 12:00:00 AM,Issued,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6486257-CN,47.60310594,-122.28906033,"(47.60310594, -122.28906033)"
1109 N 92ND ST,6537055-CN,Multifamily,Residential,New,"Establish use as and construct a multi-family building (SEDU's), occupy per plan.",,0,23,08/23/2016 12:00:00 AM,1546063,10/19/2017 12:00:00 AM,04/19/2025 12:00:00 AM,Issued,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6537055-CN,47.69545824,-122.34372181,"(47.69545824, -122.34372181)"
5936 36TH AVE S,6522703-CN,Multifamily,Residential,New,"Establish use as rowhouse and construct new townhouse structure, per plan.",,0,7,08/12/2016 12:00:00 AM,1001237,10/18/2016 12:00:00 AM,10/18/2019 12:00:00 AM,Issued,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6522703-CN,47.54881181,-122.28796234,"(47.54881181, -122.28796234)"
5013 DELRIDGE WAY SW,6495811-CN,Multifamily,Residential,New,"Establish use as and construct a townhouse structure with attached parking, per plan.",,0,5,08/11/2016 12:00:00 AM,843985,09/08/2017 12:00:00 AM,03/08/2019 12:00:00 AM,Issued,SEATTLE,WA,98106,CRESTLINE BUILDERS LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6495811-CN,47.55687754,-122.36334292,"(47.55687754, -122.36334292)"
556 S CLOVERDALE ST,6495210-CN,Multifamily,Residential,New,"Establish use as rowhouse and construct townhouse structure with attached parking, per plan",,0,7,08/10/2016 12:00:00 AM,983306,04/20/2017 12:00:00 AM,04/20/2020 12:00:00 AM,Issued,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6495210-CN,47.52665584,-122.32586016,"(47.52665584, -122.32586016)"
4862 PUGET BLVD SW,6514504-CN,Single Family/Duplex,Residential,New,"Establish use as and construct single family residence with attached garage, per plan.",0,0,1,07/11/2016 12:00:00 AM,370275,05/10/2019 12:00:00 AM,05/10/2022 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6514504-CN,47.55763491,-122.36130386,"(47.55763491, -122.36130386)"
4860 PUGET BLVD SW,6514499-CN,Single Family/Duplex,Residential,New,"Establish use as and construct single family residence with attached garage, per plan",0,0,1,07/11/2016 12:00:00 AM,328965,05/10/2019 12:00:00 AM,05/10/2022 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6514499-CN,47.55780271,-122.36129916,"(47.55780271, -122.36129916)"
4870 PUGET BLVD SW,6514475-CN,Single Family/Duplex,Residential,New,"Establish use as and construct a single family residence, per plan.",0,0,1,07/08/2016 12:00:00 AM,328583,05/10/2019 12:00:00 AM,05/10/2022 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6514475-CN,47.55767921,-122.36080995,"(47.55767921, -122.36080995)"
4872 PUGET BLVD SW,6514464-CN,Single Family/Duplex,Residential,New,"Establish use as and construct single family residence, per plan.",0,0,0,07/07/2016 12:00:00 AM,328583,05/10/2019 12:00:00 AM,05/10/2022 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6514464-CN,47.55754054,-122.36080893,"(47.55754054, -122.36080893)"
4874 PUGET BLVD SW,6513128-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence on vacant lot, per plan.",0,0,1,07/07/2016 12:00:00 AM,330383,06/17/2019 12:00:00 AM,06/17/2022 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6513128-CN,47.55741419,-122.36080218,"(47.55741419, -122.36080218)"
